review_number,brand,variety,style,country,stars,continent
1391,Shan,Shoop Instant Noodles Chicken Flavour,Pack,Pakistan,4,Asia
1365,Four Seas,Seaweed Hot & Spicy Instant Noodle Mushroom & Beef Flavour,Bowl,Hong Kong,4,Asia
1362,Mamee,Instant Noodles Curry Flavour,Pack,Malaysia,4,Asia
1324,Ruski,Instant Noodles Stewed Beef Flavour,Pack,Thailand,4,Asia
1296,Wu-Mu,Ramen With Pickled Mustard Flavor,Pack,Taiwan,4,Asia
1279,Ko-Lee,Instant Noodles Mixed Vegetable,Pack,UK,4,Europe
1272,Samyang Foods,Baked Noodle Spicy Grilled Beef Ramyun,Pack,South Korea,4,Asia
1251,Mama,Instant Noodles Tom Saab Flavour,Pack,Thailand,4,Asia
1245,Sau Tao,Instant Noodle King Abalone & Chicken Flavoured,Pack,Hong Kong,4,Asia
1237,Mama,Instant Noodles Creamy Tom Yum Minced Pork Flavour,Pack,Thailand,4,Asia
1219,Tokyo Noodle,Mini Instant Noodle Spicy Flavor,Pack,Japan,4,Asia
1217,Doll,Hello Kitty Dim Sum Noodle Japanese Curry Flavour,Cup,Hong Kong,4,Asia
1212,Ruski,Instant Noodles Tom Yum Flavour,Pack,Thailand,4,Asia
1208,Golden Wheat,Korean Style Stew Prok Flavour Cooking Noodle,Pack,China,4,Asia
1205,Mama,Instant Noodles Pork Flavour With Black Pepper,Pack,Thailand,4,Asia
1204,Nissin,Cup Noodles Sabor A Gallina,Cup,Colombia,4,South America
1203,GaGa,Mie Gepeng Kuah Rasa Soto Cabe Hijau,Pack,Indonesia,4,Asia
1196,Nissin,Bowl Noodles Chicken Flavor,Bowl,United States,4,North America
1187,Nongshim,Shin Ramyun Cup,Cup,South Korea,4,Asia
1184,Sapporo Ichiban,Pokemon Shoyu Ramen,Cup,Japan,4,Asia
1176,Maruchan,Old Style Shio Ramen,Pack,Japan,4,Asia
1173,Pop Bihun,Spesial Goreng Special,Pack,Indonesia,4,Asia
1154,Golden Wheat,Korean Style Shrimp Flavour Cooking Noodle,Pack,China,4,Asia
1150,Asian Thai Foods,Krrish Instant Noodles Chicken Flavor,Pack,Nepal,4,Asia
1149,Asian Thai Foods,Preeti Instant Noodles Chicken Soup Base,Pack,Nepal,4,Asia
1148,Asian Thai Foods,Miteri Instant Noodles Vegetable Flavor,Pack,Nepal,4,Asia
1147,Asian Thai Foods,Rumpum Chicken Soup Base,Pack,Nepal,4,Asia
1146,Asian Thai Foods,2pm Precooked Noodles Chicken Curry Delight,Pack,Nepal,4,Asia
1144,Asian Thai Foods,Krrish Instant Noodles Vegetable Curry Flavor,Pack,Nepal,4,Asia
1130,Nissin,Big Cup Noodles Habanero Lime Shrimp Flavor Ramen Noodle Soup,Cup,United States,4,North America
1129,Oyatsu,Baby Star Ramen Round Chikinmini,Pack,Japan,4,Asia
1113,Samyang Foods,Samyang Ramyun (SK Version),Cup,South Korea,4,Asia
1108,Chencun,Spicy Beef,Cup,China,4,Asia
1107,Nissin,Demae Ramen Kimchi Flavour Instant Noodle With Soup Base,Bowl,Hong Kong,4,Asia
1104,Western Family,Instant Noodles Chicken Flavour,Pack,Canada,4,North America
1096,Amianda,Tachia Noodles - Hot & Spicy Sauce,Pack,Taiwan,4,Asia
1085,Vina Acecook,Hao Hao Mi Goreng Shrimp & Onion Flavour,Pack,Vietnam,4,Asia
1080,Deshome,Black Eyed Beans Noodle Basil Sauce & Sesame Sauce,Pack,Taiwan,4,Asia
1066,Tasty Bite,1 Step-1 Minute Asian Noodles Pad Thai,Pack,United States,4,North America
1057,A-Sha Dry Noodle,Dry Noodle Hakka Noodle - Spicy Sesame Oil Sauce,Pack,Taiwan,4,Asia
1048,Ottogi,Cheese Bokki,Cup,South Korea,4,Asia
1045,Nissin,Chow Mein Chicken,Tray,United States,4,North America
1036,Golden Wheat,Korean Style Spicy Shrimp Noodle Soup,Bowl,China,4,Asia
1035,Wei Lih,Spicy Sichuan Flavor Instant Noodle,Bowl,Taiwan,4,Asia
1024,HoMyeonDang,Premium Noodle House Tofu Fried Noodle,Pack,South Korea,4,Asia
1016,Nissin,Big Cup Noodles Habanero Lime Chicken Flavor Ramen Noodle Soup,Cup,United States,4,North America
1013,Vina Acecook,Oh! Ricey Hủ Tiếu Sườn Heo (Pork Spareribs Flavour),Pack,Vietnam,4,Asia
1012,Unox,Good Noodles Oosterse Kip (Oriental Chicken),Pack,Holland,4,Europe
1008,Ottogi,Sesame Flavor Noodle Bowl,Bowl,South Korea,4,Asia
1001,Paldo,ДОШИРАК (Dosirac) Beef Flavor,Pack,South Korea,4,Asia
993,Unox,Sate,Pack,Holland,4,Europe
952,Pot Noodle,Sweet & Spicy,Cup,UK,4,Europe
949,Ko-Lee,Instant Noodles Chicken,Pack,UK,4,Europe
948,Trident,Hot & Spicy 2 Minute Noodles,Pack,Australia,4,Oceania
940,Wai Wai,Sour Soup Flavor,Pack,Thailand,4,Asia
935,Maruchan,Beef,Cup,United States,4,North America
930,Maruchan,35% Less Sodium Beef,Cup,United States,4,North America
923,Ibumie,LadMee Hot Pepper,Pack,Malaysia,4,Asia
921,Ottogi,Jjajang Bokki,Bowl,South Korea,4,Asia
919,Maruchan,35% Less Sodium Beef,Pack,United States,4,North America
915,Wai Wai,Casserole Beef Flavour,Pack,Thailand,4,Asia
908,Sapporo Ichiban,Original Flavor,Cup,United States,4,North America
903,Han's South Korea,Rice Noodle With Seafood Flavored Soup,Tray,South Korea,4,Asia
901,Sarimi,Rasa Ayam Bawang,Pack,Indonesia,4,Asia
900,Maruchan,Instant Lunch Chicken,Cup,United States,4,North America
896,Vina Acecook,Good Tomyum Kung Bean Vermicelli,Pack,Vietnam,4,Asia
890,Unif / Tung-I,Mushroom Flavor Ramen Noodles,Pack,Vietnam,4,Asia
874,Fuji Mengyo,Nabeyaki Udon,Bowl,Japan,4,Asia
873,Vifon,Viet Rice Noodles Chicken,Pack,Vietnam,4,Asia
864,Unif / Tung-I,Chinese Spices Tong Tsai Bean Vermicelli,Pack,Taiwan,4,Asia
854,Long Kow,Crystal Noodles Hot & Sour,Bowl,China,4,Asia
851,Dragonfly,Artificial Pork Ribs,Bowl,China,4,Asia
849,Nissin,Top Ramen Cucharealo Tomato Chicken,Pack,United States,4,North America
848,Golden Wheat,South Korean Style Spicy Pork,Cup,China,4,Asia
843,Nissin,Top Ramen Short Cuts Beef,Pack,United States,4,North America
836,Binh Tay,Mi Chay Vegetarian,Pack,Vietnam,4,Asia
833,Wai Wai,Vegetarian,Pack,Thailand,4,Asia
828,Paldo,Seolleongtangmyeon,Pack,South Korea,4,Asia
822,Paldo,Speed King Bowl (Prototype),Bowl,South Korea,4,Asia
814,Indomie,Beef,Pack,Indonesia,4,Asia
808,Kim's Bowl,Vegetarian Tom Yum,Bowl,Thailand,4,Asia
806,Ohsung,Hot Spicy Bowl With Soy Peptide,Bowl,South Korea,4,Asia
785,Sarimi,Isi 2 Rasa Soto,Pack,Indonesia,4,Asia
780,Ottogi,Jin Ramen (Mild) (Import),Pack,South Korea,4,Asia
773,Little Cook,TVP Stewed Pork,Bowl,Thailand,4,Asia
772,Nongshim,Bowl Noodle Hot & Spicy Beef (New),Pack,United States,4,North America
770,Kailo,Chicken,Pack,Hong Kong,4,Asia
764,Sempio,Seafood Noodle Cup,Bowl,South Korea,4,Asia
761,Thai Kitchen,Garlic Vegetable Rice Noodle,Pack,United States,4,North America
752,Nongshim,Bowl Noodle Savory Tempura Udon,Bowl,United States,4,North America
747,Nissin,Spoon-it Chicken,Pack,United States,4,North America
739,JML,Artificial Spicy Beef,Bowl,China,4,Asia
724,Indomie,Curly Noodle With Laksa Chilli,Pack,Indonesia,4,Asia
722,Yamamoto,Seafood Ramen,Bowl,Japan,4,Asia
705,Golden Wheat,South Korean Style Beef,Cup,China,4,Asia
703,Nissin,Spoon-it Rich Hearty Beef Stew,Pack,United States,4,North America
699,Nissin,Cup Noodles Salsa Picante Shrimp,Cup,United States,4,North America
696,Nissin,Big Cup Noodles Spicy Chicken,Cup,United States,4,North America
694,Vina Acecook,Kingcook Chicken,Pack,Vietnam,4,Asia
670,Saigon Ve Wong,Kung Fu Artificial Chicken Rice Noodle,Bowl,Vietnam,4,Asia
658,Paldo,Hwa King Cup,Cup,South Korea,4,Asia
647,Sunlee,Tom Yum Shrimp Noodle,Bowl,Thailand,4,Asia
633,Mr. Udon,Seafood Selection,Pack,South Korea,4,Asia
628,Lucky Me!,Supreme La Paz Batchoy Beef Garlic,Bowl,Philippines,4,Asia
626,Ottogi,Yeul Hot Taste,Bowl,South Korea,4,Asia
621,Ottogi,Jin Ramen Big Bowl (Hot),Bowl,South Korea,4,Asia
605,Little Cook,Artificial Onion,Cup,Thailand,4,Asia
602,Nongshim,Oolongmen Artificial Seafood,Cup,South Korea,4,Asia
597,Batchelors,Super Noodles Sweet & sour,Pack,UK,4,Europe
594,Haioreum,Asian Style Noodles Seafood,Bowl,South Korea,4,Asia
590,Mama,Chand Clear Soup,Bowl,Thailand,4,Asia
575,Batchelors,Super Noodles Barbecue Beef,Pack,UK,4,Europe
567,Goku Uma,Soy Sauce,Bowl,Japan,4,Asia
554,Yum Yum,Shrimp Tom Yum Flavor,Pack,Thailand,4,Asia
546,Yum Yum,Vegetable,Pack,Thailand,4,Asia
545,Golden Wheat,South Korean Style Spicy Beef,Pack,China,4,Asia
544,Unox,Good Noodles Chicken,Pack,Holland,4,Europe
541,Yum Yum,Chicken,Pack,Thailand,4,Asia
530,Mee Jang,Artificial Shrimp Tom yum,Bowl,Thailand,4,Asia
516,Wang,Champong Spicy Seafood,Bowl,South Korea,4,Asia
505,JML,Artificial Spicy Beef,Pack,China,4,Asia
494,Snapdragon,Tomato Seafood Rice Noodle,Cup,Singapore,4,Asia
488,Kailo,Big Bowl Crab,Bowl,Hong Kong,4,Asia
469,Gefen,Chicken,Pack,United States,4,North America
466,Saigon Ve Wong,Kung Fu Rice Noodle Artificial Beef,Bowl,Vietnam,4,Asia
462,Nissin,Top Ramen Shrimp,Pack,United States,4,North America
461,Samyang,Sutah Hot Spicy Beef,Pack,South Korea,4,Asia
420,Sapporo Ichiban,Beef Flavorc,Cup,United States,4,North America
417,Vifon,Tu Quy Spicy Beef,Pack,Vietnam,4,Asia
407,Ottogi,Snack Ramyon,Cup,South Korea,4,Asia
394,Paldo,Hwa Cup Hot Spicy,Cup,South Korea,4,Asia
368,Knorr,Chili Pork,Cup,Thailand,4,Asia
363,Nissin,Demae Iccho Tonkotsu Macaroni,Pack,Japan,4,Asia
350,Nissin,Souper Meal Tomato Garlic Shrimp,Bowl,United States,4,North America
348,Paldo,Bowl Noodle Kimchi,Bowl,South Korea,4,Asia
345,Myojo,Charumera Shoyu,Pack,Japan,4,Asia
342,Nongshim,Shin Big Bowl,Bowl,South Korea,4,Asia
336,Six Fortune,Instant Noodles With Soup,Pack,South Korea,4,Asia
335,Goku Uma,Hot & Spicy Beef,Bowl,Japan,4,Asia
329,Mee Jang,Artificial Beef Flavor,Bowl,Thailand,4,Asia
327,Gomex,3 Mien Mi Tom Hum Lobster,Pack,Vietnam,4,Asia
325,Mee Jang,Artificial Pork,Bowl,Thailand,4,Asia
324,Nongshim,Big Bowl Spicy Shrimp,Bowl,South Korea,4,Asia
323,Ottogi,Jin Ramen (Hot),Cup,South Korea,4,Asia
316,Unif,Super Bowl Artificial Stewed Pork Chop,Bowl,Taiwan,4,Asia
304,Mama,Pho Bo Rice Noodle Artificial Beef,Bowl,Thailand,4,Asia
272,Vina Acecook,Mi Lau Thai Artificial Chicken,Pack,Vietnam,4,Asia
271,Paldo,South Korean Noodle Kimchi Flavor,Pack,South Korea,4,Asia
269,Paldo,Spicy Shrimp Bowl,Bowl,South Korea,4,Asia
268,Nissin,Cup Noodles Spicy Chile Chicken,Cup,United States,4,North America
265,Nissin,Cup Noodles Chicken,Cup,United States,4,North America
260,Nissin,Bowl Noodles Hot & Spicy Shrimp,Bowl,United States,4,North America
257,Nissin,Cup Noodles Beef,Cup,United States,4,North America
256,Nissin,Cup Noodles Shrimp,Cup,United States,4,North America
251,Fortune,Udon Beef,Pack,United States,4,North America
233,Koka,Tom Yum Rice Noodles,Bowl,Singapore,4,Asia
211,Vina Acecook,Kingcook Tomato Sauce Pork,Tray,Vietnam,4,Asia
207,Sapporo Ichiban,Original Flavor,Pack,United States,4,North America
201,Nongshim,Bowl Noodle Beef Ginger,Bowl,United States,4,North America
194,Saigon Ve Wong,Kung Fu Instant Rice Noodles Artificial Chicken,Pack,Vietnam,4,Asia
186,Paldo,Teumsae Ramyun,Pack,South Korea,4,Asia
170,Myojo,Chukazanmai Soybean Paste,Pack,Japan,4,Asia
165,Doll,Sesame Oil,Pack,Hong Kong,4,Asia
163,Vifon,Asian Style Instant Noodles Chicken,Pack,Vietnam,4,Asia
145,Sakurai,Vegetarian Flavor,Pack,Japan,4,Asia
144,Nongshim,Kimchi Ramyun,Pack,South Korea,4,Asia
132,Ve Wong,Artificial Peppered Beef,Pack,Taiwan,4,Asia
130,Sapporo Ichiban,Miso Soybean Paste,Pack,Japan,4,Asia
129,Nongshim,Mupama Tang Myun,Pack,South Korea,4,Asia
81,Unif / Tung-I,Artificial Spicy Beef,Pack,Taiwan,4,Asia
80,Unif / Tung-I,Artificial Chicken,Pack,Taiwan,4,Asia
73,Nissin,Demae Ramen Five Spices Artificial Beef,Pack,Japan,4,Asia
72,Nissin,Demae Ramen Tonkatsu Artificial Pork,Pack,Japan,4,Asia
64,Sapporo Ichiban,Chicken Flavor,Pack,United States,4,North America
59,Maggi,Chinese Noodles Lemon Chicken Flavor,Pack,India,4,Asia
32,Koka,Mi Hai Cua Crab Flavor,Pack,Singapore,4,Asia
29,Mee Jang,Tom Yum Shrimp,Bowl,Thailand,4,Asia
20,Nongshim,Neoguri (Seafood'n'Spicy),Pack,South Korea,4,Asia
18,Ottogi,Jin Ramen (Hot Taste),Pack,South Korea,4,Asia
16,Samyang,Kalgug-Su (Spicy),Pack,South Korea,4,Asia
14,Samyang,Hot,Pack,South Korea,4,Asia
5,Vifon,"Hu Tiu Nam Vang [""Phnom Penh"" style] Asian Style Instant Rice Noodles",Bowl,Vietnam,4,Asia
116,Mama,Nam Vang,Pack,Thailand,4,Asia
86,Unif / Tung-I,Onion Flavor,Pack,Taiwan,4,Asia
123,Wai Wai,Minced Pork Soeng Kreung,Pack,Thailand,4,Asia
3180,Yum Yum,Tem Tem Tom Yum Moo Deng,Cup,Thailand,4,Asia
3177,Maison de Coree,Ramen Gout Coco Poulet,Cup,France,4,Europe
3174,TIEasy,Sesame Sauce Handmade Noodle,Pack,Taiwan,4,Asia
3166,Kinchan,Niku Udon With Wakame,Cup,Japan,4,Asia
3162,Sapporo Ichiban,Mentaiko Tonkotsu Ramen,Bowl,Japan,4,Asia
3143,Sau Tao,Tom Yum Kung Flavour Rice Vermicelli,Pack,Hong Kong,4,Asia
3142,Quero,Galinha Caipira Refogada,Pack,Brazil,4,South America
3127,Yamamoto,Tanukioyazi Spicy Tonoktsu Ramen,Bowl,Japan,4,Asia
3123,Luosiking,Spicy River Snail & Pork,Tray,China,4,Asia
3122,Mamee Shinsegae,Daebak Ghost Pepper Spicy Chicken,Cup,Malaysia,4,Asia
3121,Luosiking,River Snail & Pork,Bowl,China,4,Asia
3117,A-Sha,Gourmet Sesame Paste Noodle,Pack,Taiwan,4,Asia
3112,Canton,Instant Noodles Vegetable Flavour,Pack,Bangladesh,4,Asia
3101,Samyang Foods,Sriracha Ramen Snack,Pack,South Korea,4,Asia
3098,Lau Liu Tou,Hand Made Noodles Spicy Beef,Bowl,China,4,Asia
3076,Rooster,Chili Chicken Flavour Noodle Soup,Bowl,Canada,4,North America
3071,Uncle Sun,Dry Chili Crab Noodle,Pack,Malaysia,4,Asia
3065,Kinchan,Bukkake Udon,Bowl,Japan,4,Asia
3063,Maruchan,Dining Tantanmen,Bowl,Japan,4,Asia
3061,COCO 2.0,Budae Jjigae,Bowl,United States,4,North America
3025,Uncle Sun,Dry Black Pepper Crab Noodle,Pack,Malaysia,4,Asia
3023,Trader Joe's,Chicken Ramen Soup,Cup,United States,4,North America
3021,Itsuki,Sapporo 'Miso' Ramen,Pack,Japan,4,Asia
3013,Kinchan,Shoyu Tonkotsu,Cup,Japan,4,Asia
3006,Uni-President,Guizhou Spicy Soybean Paste Flavor Stir Noodle Bowl,Bowl,China,4,Asia
3005,Samyang Foods,Chinese Style Bibimmyun,Pack,South Korea,4,Asia
3000,Peyoung,Gigamax Yakisoba,Tray,Japan,4,Asia
2986,Yum Yum,Pad Kee Mao,Pack,Thailand,4,Asia
2984,Itomen,Premium Yakisoba,Pack,Japan,4,Asia
2976,Sichuan Baijia,Sichuan Hot & Sour Vermicelli,Bowl,China,4,Asia
2970,Samyang Foods,Big Bowl Lobster,Bowl,South Korea,4,Asia
2966,Nissin-Miojo,Turma Da Monica Sabor Caldinho De Feijao Suave,Pack,Brazil,4,South America
2962,Canton,Instant Noodles Chicken Curry Flavour,Pack,Bangladesh,4,Asia
2961,Nissin,Cup Noodles Seafood Flavor,Cup,Philippines,4,Asia
2958,Rooster,Kimchee Flavour Noodle Soup,Bowl,Canada,4,North America
2956,Paldo,Curry Volcano Chicken Noodle,Cup,South Korea,4,Asia
2955,Rollton,Spicy Chicken,Pack,Ukraine,4,Europe
2952,Sunaoshi,Udon Dappe,Bowl,Japan,4,Asia
2940,Sapporo Ichiban,Miso Ramen,Bowl,Japan,4,Asia
2938,Buitoni,Noodles Gusto Curry,Pack,Italy,4,Europe
2934,Samyang Foods,Big Bowl Seafood Flavor,Bowl,South Korea,4,Asia
2922,Wang,Bulgogi Flavor Udon Korean Style Noodle,Bowl,South Korea,4,Asia
2920,Yum Yum,Authentic Thai Style Instant Noodles Tom Yum Shrimp Flavour,Pack,Thailand,4,Asia
2912,Sugakiya,Small Yuzu Udon,Bowl,Japan,4,Asia
2902,Yumei,Instant Sour Turnip Duck Vermicelli Hot Pot,Tray,China,4,Asia
2898,Saikebon,Yakisoba Gourmet Orientale Classic,Pack,Italy,4,Europe
2884,Lee Fah Mee,Instant Noodle With Curry Flavour,Pack,Sarawak,4,Asia
2879,Peyang,Cho-Omori Yakisoba Half & Half Gekikara,Tray,Japan,4,Asia
2860,Wu-Mu,Jing XiangBan Mian Ramen With BBQ Sauce,Pack,Taiwan,4,Asia
2853,Nissin,Donebi Aromatic Chili Oil Kamodashi (Duck) Green Onion Thick Soba,Bowl,Japan,4,Asia
2845,LeeZen,Hot & Sour Instant Noodles,Pack,Taiwan,4,Asia
2839,Yum Yum,Authentic Thai Style Instant Noodles tom Yum Shrimp Creamy Flavour,Pack,Thailand,4,Asia
2836,Shanjinshan,Yibin Burning Noodle Green Onion Flavor,Tray,China,4,Asia
2830,Ve Wong,Dried Instant Noodles Assorted Hot Chili Flavor,Pack,Taiwan,4,Asia
2819,World O Noodle,Asam Laksa Flavour Instant Noodles,Pack,Malaysia,4,Asia
2817,Liangchengmei,30 Second Hot Bird Noodle,Box,China,4,Asia
2810,Little Couples Q Noodle,Spicy Taste,Pack,Taiwan,4,Asia
2805,Maruchan,Umaitsuyu Tempura Soba,Cup,Japan,4,Asia
2793,Mike's Mighty Good Craft Ramen,Chicken Flavor Ramen Soup,Cup,United States,4,North America
2792,Mike's Mighty Good Craft Ramen,Spicy Pork Tonkotsu Flavor Ramen Soup,Pack,United States,4,North America
2783,Samyang Foods,Buldak Bokkeummyun Squid,Pack,South Korea,4,Asia
2768,Wei Lih,Yi Du Zan Beef Instant Noodle,Bowl,Taiwan,4,Asia
2764,Vedan,Double Bang Thick Beef Broth Noodle,Bowl,Taiwan,4,Asia
2754,Acecook,Rich Miso Ramen,Bowl,Japan,4,Asia
2740,Meimen,Hot & Sour Noodles Soup,Pack,Taiwan,4,Asia
2736,Kaset,Instant Vermicelli Spicy Seafood Salad Flavour,Cup,Thailand,4,Asia
2727,Acecook,Phmori Ika Yakisoba,Tray,Japan,4,Asia
2707,My Friend,Big Tanuki Udon,Bowl,Japan,4,Asia
2682,JML,Instant Noodle Artificial Spicy Hot Beef Flavor,Pack,China,4,Asia
2681,TableMark,Homerun-Ken Vegetable Tanmen,Bowl,Japan,4,Asia
2670,Nongshim,Kimchi Ramyun,Bowl,China,4,Asia
2662,Alhami,Instant Noodle Chicken Curry Flavour,Pack,Indonesia,4,Asia
2660,Alhami,Instant Noodle Chicken Curry Flavour,Pack,Indonesia,4,Asia
2648,Paldo,Bulnak Pan Stir-fried Noodle,Cup,South Korea,4,Asia
2640,Myojo,Hyobanya Yakisona,Tray,Japan,4,Asia
2635,Maruchan,Magomi-an Curry Udon,Bowl,Japan,4,Asia
2630,Myojo,Udon Hot & Spicy Flavor,Bowl,United States,4,North America
2623,Samyang Foods,Assorted Vegetable Ramen,Bowl,South Korea,4,Asia
2622,Acecook,Shoyu Wakame Noodles With Sesame,Bowl,Japan,4,Asia
2620,Samyang Foods,Buldak Bokkeummyun Stew,Bowl,South Korea,4,Asia
2614,Samyang Foods,Chacharoni,Bowl,South Korea,4,Asia
2599,Maggi,Cuppa Masala,Cup,India,4,Asia
2580,New Touch,T's Restaurant Tantanmen,Cup,Japan,4,Asia
2576,Ching's Secret,Singapore Curry,Pack,India,4,Asia
2573,Ikeda Shoku,Nabeyaki Kitsune Udon,Tray,Japan,4,Asia
2564,TRDP,Mario Masala Noodles,Pack,India,4,Asia
2546,New Touch,Sugo-Men Kyoto Backfat Shoyu Ramen,Bowl,Japan,4,Asia
2539,Nissin,Demae Iccho Tonkotsu Flavour Instant Noodle,Cup,Hong Kong,4,Asia
2508,Samyang Foods,Mala Buldak Bokkeummyun,Pack,South Korea,4,Asia
2506,KOKA,Delight Chicken Flavor Instant Non-Fried Noodles,Pack,Singapore,4,Asia
2498,Nissin,Demae Ramen Spicy Beef,Pack,Germany,4,Europe
2497,Nissin,Cup Noodles Spicy,Cup,Germany,4,Europe
2495,Nissin,Cup Noodles Huhn (Chicken),Cup,Germany,4,Europe
2493,Nissin,Cup Noodles Curry,Cup,Germany,4,Europe
2492,Nissin,Smack Chili,Pack,Hungary,4,Europe
2488,Nissin,Demae Ramen Thai Tom Yum,Pack,Germany,4,Europe
2481,Samyang Foods,Buldak Bokkeummyun,Cup,South Korea,4,Asia
2470,Myojo,Udon Japanese Style Noodles With Soup Base Hot & Sour Flavor,Pack,United States,4,North America
2465,Nissin,Cup Noodles XO Sauce Seafood,Cup,China,4,Asia
2443,KOKA,Signature Chicken Flavor Instant Noodles,Cup,Singapore,4,Asia
2433,Nissin,Cup Noodles Indonesia Mie Goreng,Cup,Japan,4,Asia
2431,Dream Kitchen,Udon Japanese Style Fresh Noodle,Bowl,United States,4,North America
2424,Samyang Foods,Cheese Type Buldak Bokkeummyun (Black Pkg),Pack,South Korea,4,Asia
2420,Nissin,Cup Noodles Spicy Seafood Flavor,Cup,China,4,Asia
2417,Super Bihun,Bihun Kuah Rasa Baso Sapi,Pack,Indonesia,4,Asia
2411,Mama Pat's,Chicken Fajita Flavor Instant Ramen Noodles,Pack,United States,4,North America
2410,Mama Pat's,Lamb Stew Flavor Instant Ramen Noodles,Pack,United States,4,North America
2408,Mama Pat's,Chicken Taco Flavor Instant Ramen Noodles,Pack,United States,4,North America
2402,Maggi,Nutri-licious Pazzta Tomato Twist,Pack,India,4,Asia
2394,Nissin,Cup Noodles Prawn Flavour,Cup,Hong Kong,4,Asia
2390,Nissin,Rice Vermicelli Pickled Vegetable Pork Flavour,Cup,Hong Kong,4,Asia
2380,Pulmuone,Non-Fried Ramyun With Spicy Beef Broth,Pack,South Korea,4,Asia
2368,Samyang Foods,Cool/Ice Buldak Bokkeummyun,Pack,South Korea,4,Asia
2362,Chuan Wei Wang,Bowl Instant Noodles Artificial Spicy Beef Flavor,Bowl,China,4,Asia
2343,Nissin,Maxi Sopa Nissin Cuchareable Sabor A Jugo De Carne,Cup,Mexico,4,South America
2342,Nissin,Sopa Nissin Sabor A Camaron Sopa Instantanea Tipo Ramen,Pack,Mexico,4,South America
2340,Nissin,RapiFideo Sabor A Tomate Y Pollo,Cup,Mexico,4,South America
2333,Nissin,Maxi Sopa Nissin Cuchareable Sabor A Pollo,Cup,Mexico,4,South America
2332,Nissin,Sopa Nissin Sabor A Res Instantanea Tipo Ramen,Pack,Mexico,4,South America
2326,Nissin,Demae Iccho Tokyo Shoru Tonkotsu Instant Noodle,Cup,Hong Kong,4,Asia
2311,Xiao Ban Mian,Sesame Sauce Matcha Noodle,Pack,Taiwan,4,Asia
2298,Nissin,Cup Noodles Spicy Chile Chicken (New Recipe),Cup,United States,4,North America
2289,Myojo,Shin Toyama Black Ramen,Bowl,Japan,4,Asia
2284,Nissin,Korean Kimchi Flavour Vermicelli,Cup,Hong Kong,4,Asia
2275,JML,Hot & Sour Beef Noodles,Pack,China,4,Asia
2270,Samyang Foods,Fresh Bibimmyun Fried Noodle,Pack,South Korea,4,Asia
2259,Farmer's Heart,Pho Beef Flavor Vietnamese Rice Noodle Soup,Bowl,United States,4,North America
2253,Singa-Me,Instant Noodles Mi Goreng Flavour,Cup,Australia,4,Oceania
2251,Ottogi,Ramyon Sabor Y Camaron,Pack,Mexico,4,South America
2249,Love Cook,Sun Dried Noodle - Fruity Soy Bean Paste,Pack,Taiwan,4,Asia
2244,Kang Shi Fu,Artificial Spicy Beef Flavour,Pack,Hong Kong,4,Asia
2243,Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Hong Kong,4,Asia
2235,Fashion Food,Tom Yum Shrimp Creamy Flavour Instant Noodles,Bowl,Thailand,4,Asia
2233,Nissin,Cup Noodles Milk Seafood Flavour,Cup,Hong Kong,4,Asia
2231,Fantastic,Noodle Chicken Flavour,Cup,Australia,4,Oceania
2227,Maruchan,Ramen Noodle Soup Sriracha Chicken Flavor,Pack,United States,4,North America
2225,Fuku,Bowl Chicken Flavour Instant Rice Vermicelli,Bowl,Hong Kong,4,Asia
2223,KOKA,Rice Noodles Fragrant Chicken Pho Ga Flavour,Pack,Singapore,4,Asia
2213,Acecook,Oh! Ricey Pork Flavour,Pack,Vietnam,4,Asia
2212,Paldo,Bul Jjamppong,Pack,South Korea,4,Asia
2210,Morre,Instant Noodles Masala,Pack,Pakistan,4,Asia
2203,Nongshim,Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor,Bowl,United States,4,North America
2178,MAMA,Instant Tom Yam Rice Noodles,Pack,Thailand,4,Asia
2177,MAMA,Instant Rice Noodles Vegetable Flavour,Pack,Thailand,4,Asia
2172,MAMA,Instant Rice Noodles Phnom Penh Style,Pack,Thailand,4,Asia
2170,Maruchan,Ramen Noodle soup Mushroom Flavor,Pack,United States,4,North America
2157,Master Kong,Artificial Mushroom Chicken Flavor Instant Noodle,Pack,China,4,Asia
2153,Jingqi,Aloe Vera Guan Mian Pumpkin Noodle With Basil Sauce,Pack,Taiwan,4,Asia
2142,Maruchan,Bowl Taste Of Asia Miso Chicken Flavor Spicy Miso Ramen,Bowl,United States,4,North America
2139,Fuku,Superior Soup Instant Noodles (Mfg in Thailand),Pack,Hong Kong,4,Asia
2134,Four Seas,Chicken Flavour Instant Noodle,Pack,Hong Kong,4,Asia
2125,Happy Family,Curry Flavour Instant Noodles,Pack,Singapore,4,Asia
2117,7 Select,Nissin Instant Noodles Shrimp Ma Nao Lui Suan Flavour King Cup,Bowl,Thailand,4,Asia
